DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,dataset,Comment,UVCB/Markush,NEUTRAL/SALT PAIRS,AQC,QualityCall,T0,T4,Call,SMILES,QSAR_READY_SMILES,MOLECULAR_FORMULA,AVERAGE_MASS,DTXSID,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED
DTXSID5021758,Tris(2-butoxyethyl) phosphate,78-51-3,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,e1k,99.9985,28.45604589,N,training,PHOS*,,,A-A-S Pass,Pass,A,A,S,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,C18H39O7P,398.477,DTXSID5021758,3.7494,1.71E-05
DTXSID6024466,4-Aminobenzoic acid,150-13-0,NC1=CC=C(C=C1)C(O)=O,ph2,100,-5.857727007,N,training,,,,A-A-S Pass,Pass,A,A,S,NC1=CC=C(C=C1)C(O)=O,NC1=CC=C(C=C1)C(O)=O,C7H7NO2,137.138,DTXSID6024466,0.824077,1.66E-05
DTXSID5021590,Dodecanoic acid,143-07-7,CCCCCCCCCCCC(O)=O,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CCCCCCCCCCCC(O)=O,CCCCCCCCCCCC(O)=O,C12H24O2,200.322,DTXSID5021590,4.59995,1.64E-05
DTXSID8034877,Pyrimethanil,53112-28-0,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,ph1_v2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,C12H13N3,199.257,DTXSID8034877,2.84142,1.64E-05
DTXSID5021754,"5,5-Dimethylhydantoin",77-71-4,CC1(C)NC(=O)NC1=O,ph2,100.5805,9.699337523,N,training,,,,A-A-S Pass,Pass,A,A,S,CC1(C)NC(=O)NC1=O,CC1(C)NC(=O)NC1=O,C5H8N2O2,128.131,DTXSID5021754,-0.479162,1.58E-05
DTXSID8023848,Acetochlor,34256-82-1,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,ph1_v2,99.998,51.42730888,N,training,,,,A-A-S Pass,Pass,A,A,S,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,C14H20ClNO2,269.77,DTXSID8023848,3.03176,0.000015375
DTXSID7032470,Propetamphos,31218-83-4,CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,ph1_v2,100,74.60388346,N,training,,,,A-A-S Pass,Pass,A,A,S,CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,C10H20NO4PS,281.31,DTXSID7032470,3.81558,1.43E-05
DTXSID1021322,Tetraethylthiuram disulfide,97-77-8,CCN(CC)C(=S)SSC(=S)N(CC)CC,ph2,99.9985,55.15289769,N,training,,,,A-A-S Pass,Pass,A,A,S,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,C10H20N2S4,296.52,DTXSID1021322,3.87676,1.41E-05
DTXSID6025068,Dihexyl phthalate,84-75-3,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,ph2,100,17.68533434,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,C20H30O4,334.456,DTXSID6025068,6.81463,1.40E-05
DTXSID1022265,Alachlor,15972-60-8,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,ph1_v2,100.002,39.65095788,N,training,,,,A-A-S Pass,Pass,A,A,S,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,C14H20ClNO2,269.77,DTXSID1022265,3.51767,1.38E-05
DTXSID6045400,Ronidazole,7681-76-7,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,e1k,100,9.711976394,N,training,,,,A-A-S Pass,Pass,A,A,S,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,C6H8N4O4,200.154,DTXSID6045400,-0.380045,1.36E-05
DTXSID3032337,Butralin,33629-47-9,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,C14H21N3O4,295.339,DTXSID3032337,4.92938,1.28E-05
DTXSID8024652,Bronopol,52-51-7,OCC(Br)(CO)[N+]([O-])=O,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,OCC(Br)(CO)[N+]([O-])=O,OCC(Br)(CO)[N+]([O-])=O,C3H6BrNO4,199.988,DTXSID8024652,-0.413783,1.26E-05
DTXSID9029221,Clopyralid,1702-17-6,OC(=O)C1=C(Cl)C=CC(Cl)=N1,ph1_v2,99.998,30.75198002,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)C1=C(Cl)C=CC(Cl)=N1,OC(=O)C1=C(Cl)C=CC(Cl)=N1,C6H3Cl2NO2,192,DTXSID9029221,1.06176,1.21E-05
DTXSID6034265,Clopyralid-olamine,57754-85-5,NCCO.OC(=O)C1=C(Cl)C=CC(Cl)=N1,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,NCCO.OC(=O)C1=C(Cl)C=CC(Cl)=N1,OC(=O)C1=C(Cl)C=CC(Cl)=N1,C8H10Cl2N2O3,253.08,DTXSID6034265,1.45284,1.21E-05
DTXSID9040001,Monomethyl phthalate,4376-18-5,COC(=O)C1=C(C=CC=C1)C(O)=O,ph1_v2,100,15.97760786,N,training,,,,A-A-S Pass,Pass,A,A,S,COC(=O)C1=C(C=CC=C1)C(O)=O,COC(=O)C1=C(C=CC=C1)C(O)=O,C9H8O4,180.159,DTXSID9040001,1.1391,1.18E-05
DTXSID8035180,Allethrin,584-79-2,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,ph1_v2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,C19H26O3,302.414,DTXSID8035180,4.78026,0.000001207
DTXSID5044815,Dibutyl azelate,2917-73-9,CCCCOC(=O)CCCCCCCC(=O)OCCCC,e1k,100,29.16896552,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOC(=O)CCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCC(=O)OCCCC,C17H32O4,300.439,DTXSID5044815,5.15441,1.17E-05
DTXSID8026513,"1,2,3,6-Tetrahydrophthalimide",85-40-5,O=C1NC(=O)C2CC=CCC12,e1k,100.0015,5.347807266,N,training,,,,A-A-S Pass,Pass,A,A,S,O=C1NC(=O)C2CC=CCC12,O=C1NC(=O)C2CC=CCC12,C8H9NO2,151.165,DTXSID8026513,1.13582,1.17E-05
DTXSID9047540,3-Hydroxyfluorene,6344-67-8,OC1=CC2=C(CC3=CC=CC=C23)C=C1,ph2,100,85.29870343,Y,training,,,,A-A-S Pass,Pass,A,A,S,OC1=CC2=C(CC3=CC=CC=C23)C=C1,OC1=CC2=C(CC3=CC=CC=C23)C=C1,C13H10O,182.222,DTXSID9047540,3.18946,1.07E-05
DTXSID3041663,Benzyl cinnamate,103-41-3,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,e1k,100.0015,75.37915058,N,training,,,,A-A-S Pass,Pass,A,A,S,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,C16H14O2,238.286,DTXSID3041663,3.62187,1.00E-05
DTXSID7026235,Trimellitic anhydride,552-30-7,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,C9H4O5,192.126,DTXSID7026235,-0.593901,9.81E-06
DTXSID7025217,(2-Dodecenyl)succinic anhydride,19780-11-1,CCCCCCCCCC=CCC1CC(=O)OC1=O,e1k,99.998,98.3876652,Y,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCCCCCC=CCC1CC(=O)OC1=O,CCCCCCCCCC=CCC1CC(=O)OC1=O,C16H26O3,266.381,DTXSID7025217,3.46791,9.67E-06
DTXSID7021948,Propoxur,114-26-1,CNC(=O)OC1=CC=CC=C1OC(C)C,ph1_v2,99.998,15.20750962,N,training,,,,A-A-S Pass,Pass,A,A,S,CNC(=O)OC1=CC=CC=C1OC(C)C,CNC(=O)OC1=CC=CC=C1OC(C)C,C11H15NO3,209.245,DTXSID7021948,1.52408,9.66E-06
DTXSID8034401,Buprofezin,69327-76-0,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,C16H23N3OS,305.44,DTXSID8034401,4.29853,9.36E-06
DTXSID0020652,Gemfibrozil,25812-30-0,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,C15H22O3,250.338,DTXSID0020652,4.43118,9.33E-06
DTXSID6026080,Terephthalic acid,100-21-0,OC(=O)C1=CC=C(C=C1)C(O)=O,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,OC(=O)C1=CC=C(C=C1)C(O)=O,OC(=O)C1=CC=C(C=C1)C(O)=O,C8H6O4,166.132,DTXSID6026080,1.98597,9.15E-06
DTXSID4042416,Sodium myristyl sulfate,1191-50-0,[Na+].CCCCCCCCCCCCCCOS([O-])(=O)=O,ph2,100,98.79365079,Y,training,,,,A-A-S Pass,Pass,A,A,S,[Na+].CCCCCCCCCCCCCCOS([O-])(=O)=O,CCCCCCCCCCCCCCOS(O)(=O)=O,C14H29NaO4S,316.43,DTXSID4042416,1.53556,8.50E-06
DTXSID3020205,Benzyl butyl phthalate,85-68-7,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,ph2,99.997,71.09535252,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,C19H20O4,312.365,DTXSID3020205,4.81594,8.18E-06
DTXSID8037754,"2,4,6-Tris(allyloxy)-1,3,5-triazine",101-37-1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,e1k,100,29.31811822,N,training,,,,A-A-S Pass,Pass,A,A,S,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,C12H15N3O3,249.27,DTXSID8037754,2.21876,8.12E-06
DTXSID7027756,3-Phenoxybenzenemethanol,13826-35-2,OCC1=CC=CC(OC2=CC=CC=C2)=C1,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,OCC1=CC=CC(OC2=CC=CC=C2)=C1,OCC1=CC=CC(OC2=CC=CC=C2)=C1,C13H12O2,200.237,DTXSID7027756,2.9509,8.02E-06
DTXSID0021389,Trichlorfon,52-68-6,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,ph1_v2,100,20.76968355,N,training,PHOS*,,,A-A-S Pass,Pass,A,A,S,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,C4H8Cl3O4P,257.43,DTXSID0021389,0.511388,7.85E-06
DTXSID7029320,2-Ethylhexyl 4-(dimethylamino)benzoate,21245-02-3,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,C17H27NO2,277.408,DTXSID7029320,3.86294,7.31E-06
DTXSID1032569,Pirimicarb,23103-98-2,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,ph1_v2,99.9985,23.29489186,N,training,,,,A-A-S Pass,Pass,A,A,S,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,C11H18N4O2,238.291,DTXSID1032569,1.6979,7.27E-06
DTXSID5021209,6-Propyl-2-thiouracil,51-52-5,CCCC1=CC(=O)NC(=S)N1,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CCCC1=CC(=O)NC(=S)N1,CCCC1=NC(=S)NC(=O)C1,C7H10N2OS,170.23,DTXSID5021209,-0.385872,7.17E-06
DTXSID5031131,Dipentyl phthalate,131-18-0,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,ph2,100,49.6344086,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,C18H26O4,306.402,DTXSID5031131,5.61648,7.12E-06
DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",101-61-1,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,ph2,99.9985,46.16143466,N,training,,,,A-A-S Pass,Pass,A,A,S,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,C17H22N2,254.377,DTXSID5020869,3.80286,7.06E-06
DTXSID2020006,Acetaminophen,103-90-2,CC(=O)NC1=CC=C(O)C=C1,ph2,100,-15.85680191,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(=O)NC1=CC=C(O)C=C1,CC(=O)NC1=CC=C(O)C=C1,C8H9NO2,151.165,DTXSID2020006,0.462113,6.85E-06
DTXSID7021100,Parathion,56-38-2,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,ph1_v2,49.96165,84.14800655,N,training,PHOS*,,,A-A-S Pass,Pass,A,Ac,T,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,C10H14NO5PS,291.26,DTXSID7021100,3.82965,6.69E-06
DTXSID1021952,Triphenyl phosphate,115-86-6,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,ph2,100.002,79.51122311,N,training,,,,A-A-S Pass,Pass,A,A,S,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,C18H15O4P,326.288,DTXSID1021952,4.58923,6.28E-06
DTXSID9020827,Methoxychlor,72-43-5,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,ph1_v2,100.0025,23.80615702,N,training,,,,A-A-S Pass,Pass,A,A,S,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,C16H15Cl3O2,345.64,DTXSID9020827,5.08015,6.16E-06
DTXSID9047259,"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)",149062-75-9,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,ph2,50,8.192679132,N,training,,,,A-A-S Pass,Pass,A,A,S,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,C13H15Cl3N2,305.63,DTXSID9047259,0.611494,6.13E-06
DTXSID4027991,1-Hexadecanol,36653-82-4,CCCCCCCCCCCCCCCCO,ph2,50.0005,-22.41506647,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,C16H34O,242.447,DTXSID4027991,6.6212,6.06E-06
DTXSID4022527,Propylparaben,94-13-3,CCCOC(=O)C1=CC=C(O)C=C1,ph2,100.003,96.77970932,Y,training,,,,A-A-S Pass,Pass,A,A,S,CCCOC(=O)C1=CC=C(O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1,C10H12O3,180.203,DTXSID4022527,3.03638,6.00E-06
DTXSID4024195,2-(4-Chloro-2-methylphenoxy)acetic acid,94-74-6,CC1=C(OCC(O)=O)C=CC(Cl)=C1,ph1_v2,99.9985,79.41326693,N,training,,,,A-A-S Pass,Pass,A,A,S,CC1=C(OCC(O)=O)C=CC(Cl)=C1,CC1=C(OCC(O)=O)C=CC(Cl)=C1,C9H9ClO3,200.62,DTXSID4024195,3.24334,5.82E-06
DTXSID6024175,Metalaxyl,57837-19-1,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,ph1_v2,99.997,19.92104464,N,training,,,,A-A-S Pass,Pass,A,A,S,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,C15H21NO4,279.336,DTXSID6024175,1.65024,5.57E-06
DTXSID1022267,Methomyl,16752-77-5,CNC(=O)ON=C(C)SC,ph1_v2,100,19.44670236,N,training,,,,A-A-S Pass,Pass,A,A,S,CNC(=O)ON=C(C)SC,CNC(=O)ON=C(C)SC,C5H10N2O2S,162.21,DTXSID1022267,0.600496,5.45E-06
DTXSID1024174,Tribufos,78-48-8,CCCCSP(=O)(SCCCC)SCCCC,ph1_v2,100.003,51.23860244,N,training,PHOS*,,,A-A-S Pass,Pass,A,A,S,CCCCSP(=O)(SCCCC)SCCCC,CCCCSP(=O)(SCCCC)SCCCC,C12H27OPS3,314.5,DTXSID1024174,5.69968,5.32E-06
DTXSID7032004,Flutamide,13311-84-7,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,ph2,100,30.39852015,N,training,,,,A-A-S Pass,Pass,A,A,S,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,C11H11F3N2O3,276.215,DTXSID7032004,3.34986,0.000005299
DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",13674-87-8,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ph2,100,-4.460036107,N,training,,,,A-A-S Pass,Pass,A,A,S,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,C9H15Cl6O4P,430.89,DTXSID9026261,3.65041,5.26E-06
DTXSID9020792,Maleic hydrazide,123-33-1,O=C1NNC(=O)C=C1,ph1_v2,99.956,11.89381102,N,training,<100 Mas,,,A-A-S Pass,Pass,A,A,S,O=C1NNC(=O)C=C1,O=C1NNC(=O)C=C1,C4H4N2O2,112.088,DTXSID9020792,-0.83958,4.90E-06
DTXSID9020249,Carbofuran,1563-66-2,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,C12H15NO3,221.256,DTXSID9020249,1.97375,4.85E-06
DTXSID1041847,Dibutyl decanedioate,109-43-3,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,ph2,100.0075,-0.470565327,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,C18H34O4,314.466,DTXSID1041847,5.97151,4.69E-06
DTXSID9034282,4-Chlorophenoxyacetic acid,122-88-3,OC(=O)COC1=CC=C(Cl)C=C1,e1k,99.9985,34.84843869,N,training,,,,A-A-S Pass,Pass,A,A,S,OC(=O)COC1=CC=C(Cl)C=C1,OC(=O)COC1=CC=C(Cl)C=C1,C8H7ClO3,186.59,DTXSID9034282,2.24774,4.64E-06
DTXSID7027540,N-Butylbenzenesulfonamide,3622-84-2,CCCCNS(=O)(=O)C1=CC=CC=C1,e1k,99.9985,17.82457589,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCNS(=O)(=O)C1=CC=CC=C1,CCCCNS(=O)(=O)C1=CC=CC=C1,C10H15NO2S,213.3,DTXSID7027540,2.00343,4.61E-06
DTXSID5021336,Theophylline,58-55-9,CN1C2=C(NC=N2)C(=O)N(C)C1=O,ph2,100,9.373195176,N,training,,,,A-A-S Pass,Pass,A,A,S,CN1C2=C(NC=N2)C(=O)N(C)C1=O,CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,180.167,DTXSID5021336,-0.0205846,4.57E-06
DTXSID1032309,"2,4-D-Butotyl",1929-73-3,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,e1k,99.9975,71.82095626,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,C14H18Cl2O4,321.19,DTXSID1032309,3.86179,4.51E-06
DTXSID3029572,Benoxacor,98730-04-2,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl,C11H11Cl2NO2,260.11,DTXSID3029572,2.69953,4.44E-06
DTXSID0034930,Fosthiazate,98886-44-3,CCOP(=O)(SC(C)CC)N1CCSC1=O,ph1_v2,,,,blind test,PHOS*,,,A-A-S Pass,Pass,A,A,S,CCOP(=O)(SC(C)CC)N1CCSC1=O,CCOP(=O)(SC(C)CC)N1CCSC1=O,C9H18NO3PS2,283.34,DTXSID0034930,1.6808,4.23E-06
DTXSID8025595,"N,N'-Methylenebisacrylamide",110-26-9,C=CC(=O)NCNC(=O)C=C,ph2,99.9985,50.27307934,N,training,,,,A-A-S Pass,Pass,A,A,S,C=CC(=O)NCNC(=O)C=C,C=CC(=O)NCNC(=O)C=C,C7H10N2O2,154.169,DTXSID8025595,-0.666826,4.08E-06
DTXSID1032359,Cyprodinil,121552-61-2,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,ph1_v2,99.9985,91.02081014,Y,training,,,,A-A-S Pass,Pass,A,A,S,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,C14H15N3,225.295,DTXSID1032359,3.99844,3.67E-06
DTXSID0032605,(+-)-Diclofop-methyl,51338-27-3,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,ph1_v2,99.9965,94.14863053,Y,training,,,,A-A-S Pass,Pass,A,A,S,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,C16H14Cl2O4,341.18,DTXSID0032605,4.70945,3.49E-06
DTXSID0024002,Fenpropathrin,39515-41-8,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,ph1_v2,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,C22H23NO3,349.43,DTXSID0024002,5.69778,3.45E-06
DTXSID1032519,Acibenzolar-S-methyl,135158-54-2,CSC(=O)C1=CC=CC2=C1SN=N2,ph1_v2,100.002,72.22019789,N,training,,,,A-A-S Pass,Pass,A,A,S,CSC(=O)C1=CC=CC2=C1SN=N2,CSC(=O)C1=CC=CC2=C1SN=N2,C8H6N2OS2,210.27,DTXSID1032519,3.09751,3.29E-06
DTXSID6022422,"4,4'-Diaminobiphenyl methane",101-77-9,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,ph2,100,75.27946713,N,training,,,,A-A-S Pass,Pass,A,A,S,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,C13H14N2,198.269,DTXSID6022422,1.58894,3.28E-06
DTXSID8020961,4-Nitrobenzenamine,100-01-6,NC1=CC=C(C=C1)[N+]([O-])=O,ph2,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,NC1=CC=C(C=C1)[N+]([O-])=O,NC1=CC=C(C=C1)[N+]([O-])=O,C6H6N2O2,138.126,DTXSID8020961,1.38804,3.27E-06
DTXSID5021251,Saccharin,81-07-2,O=C1NS(=O)(=O)C2=C1C=CC=C2,e1k,,,,leaderboard,,,,A-A-S Pass,Pass,A,A,S,O=C1NS(=O)(=O)C2=C1C=CC=C2,O=C1NS(=O)(=O)C2=C1C=CC=C2,C7H5NO3S,183.18,DTXSID5021251,0.909345,2.99E-06
DTXSID3020209,Butylparaben,94-26-8,CCCCOC(=O)C1=CC=C(O)C=C1,ph2,100.002,100.0883036,Y,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOC(=O)C1=CC=C(O)C=C1,CCCCOC(=O)C1=CC=C(O)C=C1,C11H14O3,194.23,DTXSID3020209,3.56488,2.93E-06
DTXSID4022525,2-Ethylhexyl p-hydroxybenzoate,5153-25-3,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,e1k,,,,blind test,,,,A-A-S Pass,Pass,A,A,S,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,C15H22O3,250.338,DTXSID4022525,4.10112,2.92E-06
DTXSID9026841,Dihexyl hexanedioate,110-33-8,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,e1k,99.997,1.032266658,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,C18H34O4,314.466,DTXSID9026841,5.96905,2.89E-06
DTXSID3034402,Butachlor,23184-66-9,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,ph1_v2,100.001,39.16557518,N,training,,,,A-A-S Pass,Pass,A,A,S,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,C17H26ClNO2,311.85,DTXSID3034402,4.49699,2.88E-06
