DTXSID,Chemical,CASRN,SMILES,Library,Max conc,Median % activity,Tested in CR?,,,,
DTXSID4020820,Methimazole,60-56-0,CN1C=CNC1=S,ph2,99.999,60.34694954,N,,,,
DTXSID4022442,Bisphenol B,77-40-7,CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ph2,100.002,95.15911622,Y,,,,
DTXSID6025355,Glutaraldehyde,111-30-8,O=CCCCC=O,ph2,100.0025,0.307490223,N,,,,
DTXSID5024261,Phosmet,732-11-6,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,ph2,100,55.73931994,N,,,,
DTXSID1021952,Triphenyl phosphate,115-86-6,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,ph2,100.002,79.51122311,N,,,,
DTXSID5020281,1-Chloro-4-nitrobenzene,100-00-5,[O-][N+](=O)C1=CC=C(Cl)C=C1,ph2,100,28.03806439,N,,,,
DTXSID9022360,"4-(1,1,3,3-Tetramethylbutyl)phenol",140-66-9,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,ph2,100.0025,94.67098603,Y,,,,
DTXSID3020257,"1,​2-​Benzenediol",120-80-9,OC1=C(O)C=CC=C1,ph2,99.9865,34.39157724,N,,,,
DTXSID8026727,"(2E)-3,7-Dimethyl-2,6-octadien-1-ol",106-24-1,CC(C)=CCC\C(C)=C\CO,ph2,100,49.04764696,N,,,,
DTXSID8022828,Cladribine,4291-63-8,NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,ph2,100,6.292771816,N,,,,
DTXSID4047383,AVE3247,1437319-46-4,[Na+].[O-]C(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=NC2=C1)C(=O)NC1CCN(CC1)C1CC1,ph2,100,46.21178376,N,,,,
DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,103-24-2,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,ph2,100.002,6.572180603,N,,,,
DTXSID0027983,Dipropylene glycol monomethyl ether,34590-94-8,"C*.C*.COCCOCCO |lp:5:2,8:2,11:2,m:1:6.7,3:9.10|",ph2,100.003,-5.340776786,N,,,,
DTXSID4024729,Carbendazim,10605-21-7,COC(=O)NC1=NC2=CC=CC=C2N1,ph2,100,-20.78096546,N,,,,
DTXSID4022731,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,ph2,100.0015,56.58715706,N,,,,
DTXSID1026081,"3,3',5,5'-Tetrabromobisphenol A",79-94-7,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,ph2,100,105.7623001,Y,,,,
DTXSID9026265,Tris(2-ethylhexyl) trimellitate,3319-31-1,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC,ph2,99.998,34.43591963,N,,,,
DTXSID7029904,Fluorotelomer alcohol 8:2,678-39-7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100,45.82429819,N,,,,
DTXSID3021641,Nonanoic acid,112-05-0,CCCCCCCCC(O)=O,ph2,100,94.03927921,Y,,,,
DTXSID7022332,4-(Butan-2-yl)phenol,99-71-8,CCC(C)C1=CC=C(O)C=C1,ph2,99.999,97.51366673,Y,,,,
DTXSID4021185,Prednisone,53-03-2,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,ph2,99.9965,102.5733648,Y,,,,
DTXSID1020148,Benzotrichloride,98-07-7,ClC(Cl)(Cl)C1=CC=CC=C1,ph2,99.9985,62.42161402,N,,,,
DTXSID5033836,4-Nonylphenol,104-40-5,CCCCCCCCCC1=CC=C(O)C=C1,ph2,100,89.17999595,Y,,,,
DTXSID2029246,Triethoxyoctylsilane,2943-75-1,CCCCCCCC[Si](OCC)(OCC)OCC,ph2,99.9975,1.799214675,N,,,,
DTXSID5021411,Tris(2-chloroethyl) phosphate,115-96-8,ClCCOP(=O)(OCCCl)OCCCl,ph2,100,-17.62705001,N,,,,
DTXSID1020932,Nicotinic acid,59-67-6,OC(=O)C1=CC=CN=C1,ph2,99.9675,9.908350001,N,,,,
DTXSID8021272,Sodium chlorite,7758-19-2,[Na+].[O-][Cl]=O,ph2,99.9985,5.983707437,N,,,,
DTXSID5021209,6-Propyl-2-thiouracil,51-52-5,CCCC1=CC(=O)NC(=S)N1,ph2,100,2.538975501,N,,,,
DTXSID3026728,(Z)-Nerol,106-25-2,CC(C)=CCC\C(C)=C/CO,ph2,100,84.91208168,N,,,,
DTXSID8031863,Perfluorononanoic acid,375-95-1,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,99.997,104.705406,Y,,,,
DTXSID5024845,Colchicine,64-86-8,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,ph2,100,41.69627131,N,,,,
DTXSID5023825,Indium arsenide,1303-11-3,[As]#[In],ph2,100,-16.18121081,N,,,,
DTXSID1020699,4-Hexylresorcinol,136-77-6,CCCCCCC1=C(O)C=C(O)C=C1,ph2,100,76.82777562,N,,,,
DTXSID4020373,"p,p'-DDD",72-54-8,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ph2,100.0025,19.89685284,N,,,,
DTXSID3047429,Dexamethasone sodium phosphate,2392-39-4,[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,ph2,100.0275,7.117234068,N,,,,
DTXSID9047334,MK-968,NOCAS_47334,F[C@@H](CO[C@H]1CC[C@@H](CC1)NC1=C2C=NN=C2N=CN1)C1=CC=CC=C1F,ph2,100.005,23.76189512,N,,,,
DTXSID5024059,"3,3'-Dimethylbenzidine",119-93-7,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,ph2,100.0015,105.7199789,Y,,,,
DTXSID0020573,17beta-Estradiol,50-28-2,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],ph2,100.001,55.84598254,N,,,,
DTXSID3020679,Heptachlor,76-44-8,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ph2,100,38.16162641,N,,,,
DTXSID6020220,tert-Butylhydroquinone,1948-33-0,CC(C)(C)C1=CC(O)=CC=C1O,ph2,100,65.34020981,N,,,,
DTXSID6027052,"2,6-Di-tert-butylphenol",128-39-2,CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,ph2,100,29.96542226,N,,,,
DTXSID3020205,Benzyl butyl phthalate,85-68-7,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,ph2,99.997,71.09535252,N,,,,
DTXSID1021164,Piperazine,110-85-0,C1CNCCN1,ph2,99.9975,-10.62532966,N,,,,
DTXSID2021440,Vinylpyrrolidone,88-12-0,C=CN1CCCC1=O,ph2,100.008,-17.6149018,N,,,,
DTXSID4024062,"3,4-Dimethylphenol",95-65-8,CC1=C(C)C=C(O)C=C1,ph2,102.5235,47.57076716,N,,,,
DTXSID5027932,Dodecylbenzene sulfonate triethanolamine(1:1),27323-41-7, ,ph2,100,101.7816328,Y,,,,
DTXSID1026031,Sodium dodecyl sulfate,151-21-3,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,ph2,99.9985,102.2856473,Y,,,,
DTXSID2026446,Acetyl tributyl citrate,77-90-7,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,ph2,99.996,6.042313778,N,,,,
DTXSID0047167,N-Methylacetamide,79-16-3,CNC(C)=O,ph2,100.0025,20.49402713,N,,,,
DTXSID3027320,Sodium 4-nitrophenolate,824-78-2,[Na+].[O-]C1=CC=C(C=C1)[N+]([O-])=O,ph2,100,97.1758665,Y,,,,
DTXSID4020458,Chlorpyrifos,2921-88-2,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,ph2,99.9985,102.7779406,Y,,,,
DTXSID9044742,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine",929-59-9,NCCOCCOCCN,ph2,99.9985,7.969224539,N,,,,
DTXSID0020523,"2,4-Dinitrophenol",51-28-5,OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,ph2,100,108.4209547,Y,,,,
DTXSID9021217,Pyrimethamine,58-14-0,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,ph2,100.001,43.57184951,N,,,,
DTXSID3025122,Dimethyl glutarate,1119-40-0,COC(=O)CCCC(=O)OC,ph2,99.9985,8.113677606,N,,,,
DTXSID3020332,Citric acid,77-92-9,OC(=O)CC(O)(CC(O)=O)C(O)=O,ph2,100,-10.65723768,N,,,,
DTXSID9034286,5-Chloro-2-methyl-3(2H)-isothiazolone,26172-55-4,CN1SC(Cl)=CC1=O,ph2,99.9985,11.55946256,N,,,,
DTXSID3021485,"1,3-Benzenedicarboxylic acid",121-91-5,OC(=O)C1=CC(=CC=C1)C(O)=O,ph2,100,12.49346415,N,,,,
DTXSID3024368,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,112-50-5,CCOCCOCCOCCO,ph2,100.0015,6.598838365,N,,,,
DTXSID5024051,Bis(1-methylethyl) methylphosphonate,1445-75-6,CC(C)OP(C)(=O)OC(C)C,ph2,100,10.93101221,N,,,,
DTXSID5047249,Fandosentan potassium salt,221246-12-4,[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O,ph2,49.99505,81.26984127,N,,,,
DTXSID6034924,Sodium trichloroacetate,650-51-1,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,ph2,100,0.265418921,N,,,,
DTXSID8020913,Naphthalene,91-20-3,C1=CC2=CC=CC=C2C=C1,ph2,100.157,34.78095238,N,,,,
DTXSID1047287,UK-333747,197077-55-7,COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1,ph2,100,-0.774603175,N,,,,
DTXSID4022367,Estrone,53-16-7,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,ph2,100.0015,15.33968254,N,,,,
DTXSID7024538,Anthralin,1143-38-0,OC1=C2C(CC3=CC=CC(O)=C3C2=O)=CC=C1,ph2,100.0075,89.33333333,Y,,,,
DTXSID4042416,Sodium myristyl sulfate,1191-50-0,[Na+].CCCCCCCCCCCCCCOS([O-])(=O)=O,ph2,100,98.79365079,Y,,,,
DTXSID7024320,"1,2,4,5-Tetrachlorobenzene",95-94-3,ClC1=CC(Cl)=C(Cl)C=C1Cl,ph2,100,1.48248393,N,,,,
DTXSID9022312,4-Octylphenol,1806-26-4,CCCCCCCCC1=CC=C(O)C=C1,ph2,100,102.4513272,Y,,,,
DTXSID4020959,C.I. Azoic Diazo Component 12,99-55-8,CC1=C(N)C=C(C=C1)[N+]([O-])=O,ph2,100,80.82875841,N,,,,
DTXSID7022049,"2,4,6-Trimethylphenol",527-60-6,CC1=CC(C)=C(O)C(C)=C1,ph2,100.0015,81.68481127,N,,,,
DTXSID8023719,Troglitazone,97322-87-7,CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C,ph2,100.0045,99.01857884,Y,,,,
DTXSID2047272,CJ-013610,249296-43-3,CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,ph2,100,1.463974442,N,,,,
DTXSID2047303,CJ-013790,179465-71-5,NC(=O)N(O)[C@H]1C[C@@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C=C1,ph2,50,92.9623771,Y,,,,
DTXSID1023235,D-Mannitol,69-65-8,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ph2,100,-10.73015873,N,,,,
DTXSID6047313,GW473178E methyl benzene sulphonic acid,263553-33-9,CC1=CC=C(C=C1)S(O)(=O)=O.CCN(C(C)C)C(=O)C1=CC(OC[C@H](C)NC2=CC=NC=C2)=CC(C)=C1,ph2,67.366,5.942743711,N,,,,
DTXSID4021894,Cyclohexanol,108-93-0,OC1CCCCC1,ph2,99.997,5.818678081,N,,,,
DTXSID7047358,Nelivaptan,439687-69-1,COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC,ph2,92.609,21.79435918,N,,,,
DTXSID2020713,Hydrochlorothiazide,58-93-5,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,ph2,99.9975,-6.748070003,N,,,,
DTXSID7020348,Coumarin,91-64-5,O=C1OC2=C(C=CC=C2)C=C1,ph2,100,19.72643528,N,,,,
DTXSID3024940,Dibromoacetonitrile,3252-43-5,BrC(Br)C#N,ph2,100.0015,-2.603174603,N,,,,
DTXSID9020877,1-Methylnaphthalene,90-12-0,CC1=C2C=CC=CC2=CC=C1,ph2,100,24.77460317,N,,,,
DTXSID4024359,"2,4,5-Trichlorophenol",95-95-4,OC1=C(Cl)C=C(Cl)C(Cl)=C1,ph2,100.0015,103.415873,Y,,,,
DTXSID5020576,17alpha-Ethinylestradiol,57-63-6,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,ph2,100.0075,87.86031746,Y,,,,
DTXSID6040747,17alpha-Hydroxyprogesterone,68-96-2,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,ph2,100.002,13.91746032,N,,,,
DTXSID5041691,Butam,35256-85-0,CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,ph2,99.998,10.06172265,N,,,,
DTXSID9026689,"1,1′,1′′,1′′′-(Ethylenedinitrilo)tetrakis(2-propanol)",102-60-3,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,ph2,100,3.301587302,N,,,,
DTXSID5020366,Cyproterone acetate,427-51-0,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,ph2,50,8.734220403,N,,,,
DTXSID3042390,Sodium (2-pyridylthio)-N-oxide,3811-73-2,[Na+].[O-][N+]1=C([S-])C=CC=C1,ph2,100,3.504761905,N,,,,
DTXSID3025178,"1,3-Diphenylguanidine",102-06-7,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,ph2,100.037,15.92380952,N,,,,
DTXSID4021393,Triethylene glycol,112-27-6,OCCOCCOCCO,ph2,100,6.273015873,N,,,,
DTXSID5021837,"N,N-Diethylethanolamine",100-37-8,CCN(CC)CCO,ph2,100.0495,12.66031746,N,,,,
DTXSID9024063,"2,6-Dimethylphenol",576-26-1,CC1=CC=CC(C)=C1O,ph2,100.0015,89.32725412,Y,,,,
DTXSID0021094,"4,4'-Oxydianiline",101-80-4,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,ph2,99.9985,89.98480196,Y,,,,
DTXSID1026164,2-Methylaniline,95-53-4,CC1=C(N)C=CC=C1,ph2,100.0545,30.11103251,N,,,,
DTXSID6047319,Carabersat,184653-84-7,CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C2=CC=C(F)C=C2)C=C1,ph2,97.546,12.45714286,N,,,,
DTXSID8020040,Aldrin,309-00-2,[H][C@]12C[C@]([H])(C=C1)[C@]1([H])[C@@]2([H])[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,ph2,100.0035,-15.03675444,N,,,,
DTXSID7020005,Acetamide,60-35-5,CC(N)=O,ph2,100,23.578261,N,,,,
DTXSID7022174,EPN,2104-64-5,CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,ph2,99.9975,78.59557706,N,,,,
DTXSID8024157,Isopropalin,33820-53-0,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,ph2,99.9985,82.15626066,N,,,,
DTXSID2026529,2-Tert-Butyl-5-methylphenol,88-60-8,CC1=CC(O)=C(C=C1)C(C)(C)C,ph2,100.0015,66.20736321,N,,,,
DTXSID3022370,Progesterone,57-83-0,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,ph2,100,16.4635092,N,,,,
DTXSID8047341,SSR146977,264618-44-2,CN(C)C(=O)NC1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,ph2,25,-15.3354043,N,,,,
DTXSID5020867,"4,4'-Methylenebis(o-toluidine)",838-88-0,CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1,ph2,99.998,96.53546726,Y,,,,
DTXSID5048182,Cyclohexylphenylketone,712-50-5,O=C(C1CCCCC1)C1=CC=CC=C1,ph2,99.9985,45.4525882,N,,,,
DTXSID5020108,Aspirin,50-78-2,CC(=O)OC1=C(C=CC=C1)C(O)=O,ph2,100.0015,36.61919847,N,,,,
DTXSID8020462,Diethylene glycol,111-46-6,OCCOCCO,ph2,99.998,0.36293175,N,,,,
DTXSID3020465,Diethylstilbestrol,56-53-1,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ph2,100,103.2,Y,,,,
DTXSID4040713,Octyl gallate,1034-01-1,CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,ph2,99.997,105.7163239,Y,,,,
DTXSID1024621,Diethylene glycol dimethyl ether,111-96-6,COCCOCCOC,ph2,99.999,7.092547596,N,,,,
DTXSID4032459,Phorate,298-02-2,CCOP(=S)(OCC)SCSCC,ph2,100,79.68253968,N,,,,
DTXSID0047296,Zenarestat,112733-06-9,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,ph2,49.9983,59.04283366,N,,,,
DTXSID9033058,"4-Amino-1,2,4-triazole",584-13-4,NN1C=NN=C1,ph2,100.002,4.596825397,N,,,,
DTXSID1020221,"4-(1,1-Dimethylethyl)phenol",98-54-4,CC(C)(C)C1=CC=C(O)C=C1,ph2,99.999,67.0984127,N,,,,
DTXSID4020375,DDT,50-29-3,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,ph2,100.001,14.86306256,N,,,,
DTXSID8037752,Diphenyl isophthalate,744-45-6,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,ph2,100.0065,78.9968254,N,,,,
DTXSID4026183,Tributylamine,102-82-9,CCCCN(CCCC)CCCC,ph2,100.001,38.52612801,N,,,,
DTXSID9022817,Carminic acid,1260-17-9,CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,ph2,99.9585,96.2031746,Y,,,,
DTXSID1048178,FR130739,136042-19-8,[Na+].CCCCC1=NC2=CC=CN=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,ph2,100,85.15864893,Y,,,,
DTXSID9020295,4-Chloroaniline,106-47-8,NC1=CC=C(Cl)C=C1,ph2,101.706,47.91314244,N,,,,
DTXSID8047266,CP-544439,230954-09-3,ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1,ph2,100,48.36353503,N,,,,
DTXSID9047251,CP-122721,145742-28-5,COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,ph2,100,5.164777908,N,,,,
DTXSID9021928,Ethylene glycol monoethyl ether acetate,111-15-9,CCOCCOC(C)=O,ph2,100,12.32903478,N,,,,
DTXSID2045232,Tiratricol,51-24-1,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,ph2,99.9955,104.9693891,Y,,,,
DTXSID5022439,Phenolphthalin,81-90-3,OC(=O)C1=C(C=CC=C1)C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ph2,99.988,97.2961875,Y,,,,
DTXSID4047258,Enadoline,124378-77-4,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)CC1=CC=CC2=C1C=CO2,ph2,100,5.575556759,N,,,,
DTXSID5027982,Diisononyl adipate,33703-08-1, ,ph2,100,-3.666796926,N,,,,
DTXSID5044572,2-(Perfluorohexyl)ethanol,647-42-7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100,56.84007707,N,,,,
DTXSID2020262,Chloramben,133-90-4,NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,ph2,100,93.94335234,Y,,,,
DTXSID1047576,Cotinine,486-56-6,CN1[C@@H](CCC1=O)C1=CN=CC=C1,ph2,100,4.810908975,N,,,,
DTXSID9032610,Etofenprox,80844-07-1,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,ph2,100.0035,51.73568338,N,,,,
DTXSID1025805,Octhilinone,26530-20-1,CCCCCCCCN1SC=CC1=O,ph2,104.1185,40.31512208,N,,,,
DTXSID3037709,Potassium perfluorohexanesulfonate,3871-99-6,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100,102.4436869,Y,,,,
DTXSID5023877,2-Anisidine,90-04-0,COC1=CC=CC=C1N,ph2,101.498,52.25730398,N,,,,
DTXSID4020290,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",50892-23-4,CC1=C(C)C(NC2=NC(SCC(O)=O)=NC(Cl)=C2)=CC=C1,ph2,90.137,94.31745467,Y,,,,
DTXSID9020453,Dieldrin,60-57-1,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,ph2,99.9705,25.87599323,N,,,,
DTXSID5021124,Phenol,108-95-2,OC1=CC=CC=C1,ph2,100.003,11.10268802,N,,,,
DTXSID3037707,Potassium perfluorobutanesulfonate,29420-49-3,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,99.999,99.44639833,Y,,,,
DTXSID1037303,Perfluoroheptanoic acid,375-85-9,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,100.001,102.1818419,Y,,,,
DTXSID7021992,Sodium saccharin hydrate,82385-42-0,O.[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12,ph2,100.001,37.2942923,N,,,,
DTXSID8024999,"3,4-Dichloronitrobenzene",99-54-7,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1,ph2,100,60.85789191,N,,,,
DTXSID1026792,3-Methylaniline,108-44-1,CC1=CC(N)=CC=C1,ph2,100,22.97129385,N,,,,
DTXSID6021456,FD&C Yellow 6,2783-94-0,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,ph2,100.003,97.88128843,Y,,,,
DTXSID7025055,Bis(2-ethylhexyl) decanedioate,122-62-3,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,ph2,100,1.867099357,N,,,,
DTXSID0047292,"3-((1-(Aminomethyl)cyclohexyl)methyl)-1,2,4-oxadiazol-5(2H)-one dihydrochloride",227626-75-7,Cl.NCC1(CC2=NOC(=O)N2)CCCCC1,ph2,100,-0.566627589,N,,,,
DTXSID2024955,Di-tert-butyl peroxide,110-05-4,CC(C)(C)OOC(C)(C)C,ph2,52.3145,6.811737343,N,,,,
DTXSID7027047,alpha-Isomethylionone,127-51-5,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,ph2,100.0015,41.29868438,N,,,,
DTXSID7042190,"N,N-Dimethyldecylamine oxide",2605-79-0,CCCCCCCCCC[N+](C)(C)[O-],ph2,100,9.321204081,N,,,,
DTXSID8026640,"1,3-Diisopropylbenzene",99-62-7,CC(C)C1=CC(=CC=C1)C(C)C,ph2,100.001,21.53852357,N,,,,
DTXSID8025337,Formamide,75-12-7,NC=O,ph2,100,2.338547806,N,,,,
DTXSID2047359,"4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate",298198-52-4,BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,ph2,100,-2.65643261,N,,,,
DTXSID5024055,Dimethyl sulfate,77-78-1,COS(=O)(=O)OC,ph2,100,11.92523121,N,,,,
DTXSID8020541,"5,5-Diphenylhydantoin",57-41-0,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,ph2,100,24.06539013,N,,,,
DTXSID6047525,Pravastatin sodium,81131-70-6,[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12,ph2,50,1.074638531,N,,,,
DTXSID7021940,1-Octanol,111-87-5,CCCCCCCCO,ph2,103.442,35.09096123,N,,,,
DTXSID3020887,6-Methylquinoline,91-62-3,CC1=CC2=CC=CN=C2C=C1,ph2,99.999,43.13250709,N,,,,
DTXSID3037094,4-Hydroxytamoxifen,68392-35-8,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,ph2,29.9951,4.826103947,N,,,,
DTXSID0026252,Triphenyl phosphite,101-02-0,O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,ph2,100.002,26.89648581,N,,,,
DTXSID8047553,Perfluoroundecanoic acid,2058-94-8,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ph2,50.0015,101.3771755,Y,,,,
DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,111-90-0,CCOCCOCCO,ph2,100,2.873801255,N,,,,
DTXSID7024376,Vernolate,1929-77-7,CCCSC(=O)N(CCC)CCC,ph2,100,10.38817246,N,,,,
DTXSID2021866,Dibutyl adipate,105-99-7,CCCCOC(=O)CCCCC(=O)OCCCC,ph2,99.998,9.919239286,N,,,,
DTXSID1040742,Triamcinolone,124-94-7,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,ph2,100.0015,1.956223914,N,,,,
DTXSID8020121,Sodium azide,26628-22-8,[Na+].[N-]=[N+]=[N-],ph2,100,6.263621719,N,,,,
DTXSID6024460,C.I. Solvent Yellow 1,60-09-3,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,ph2,100.0035,109.5896901,Y,,,,
